,Delta,Imbalance,midprice,Timestamp
80,-0.9220410375993854,-5276.24011195451,38883500.0,2022-05-20 14:17:17
81,0.3924912702330336,-1947.6594272106886,38844500.0,2022-05-20 14:17:18
82,1.4133528978727266,-2090.749844916165,38844500.0,2022-05-20 14:17:19
83,-0.7504072925589976,-1095.8896522447467,38845500.0,2022-05-20 14:17:20
84,-1.0300126679039523,808.1574188321829,38845500.0,2022-05-20 14:17:21
85,-0.5914996735956153,-1717.3946541324258,38849000.0,2022-05-20 14:17:22
86,-2.1960123415242316,-5879.971043087542,38857500.0,2022-05-20 14:17:23
87,-2.0324192269520363,796.8781198486686,38851500.0,2022-05-20 14:17:24
88,-0.9549239624034525,-1593.2326386347413,38853000.0,2022-05-20 14:17:25
89,-0.34684951899227123,-1671.535683259368,38852000.0,2022-05-20 14:17:26
90,-1.4047343309258191,-120.48863165825605,38852000.0,2022-05-20 14:17:27
91,-1.271674435373478,-102.70778647810221,38852000.0,2022-05-20 14:17:28
92,-1.200769804882878,-5276.24011195451,38883500.0,2022-05-20 14:17:29
93,0.2961525104877095,-1218.135736912489,38852000.0,2022-05-20 14:17:31
94,-0.636973890010743,-459.6341113001108,38851500.0,2022-05-20 14:17:32
95,-0.2427836876613734,-459.6341113001108,38851500.0,2022-05-20 14:17:33
96,-0.6132891066002306,-499.07273588329554,38851500.0,2022-05-20 14:17:34
97,0.2961850210834816,-596.6759536117315,38851500.0,2022-05-20 14:17:35
98,-0.6066420625885777,-5276.24011195451,38883500.0,2022-05-20 14:17:36
99,-0.751131784671535,-531.1551711931825,38851500.0,2022-05-20 14:17:37
100,-0.2766060773352238,-838.6278384849429,38851500.0,2022-05-20 14:17:38
101,-0.8204368282287157,-133.76450341194868,38854000.0,2022-05-20 14:17:39
102,-0.8448370747123455,-104.84514706581831,38854000.0,2022-05-20 14:17:40
103,0.44093625116301416,-133.6607775837183,38854000.0,2022-05-20 14:17:41
104,-0.34867570704279893,-2543.944068416953,38852000.0,2022-05-20 14:17:42
105,-0.6314477450855818,-7381.230892129242,38837000.0,2022-05-20 14:17:43
106,0.5036630754990423,-4148.035198032856,38832000.0,2022-05-20 14:17:45
107,-0.355892482727157,-2177.153644286096,38831500.0,2022-05-20 14:17:46
108,-0.12167414143534439,-908.6592629551888,38832000.0,2022-05-20 14:17:47
109,-0.7653107775149746,-5276.24011195451,38883500.0,2022-05-20 14:17:48
110,-2.07172135778489,-6256.126438178122,38840500.0,2022-05-20 14:17:49
111,-0.22663572278643315,-5276.24011195451,38883500.0,2022-05-20 14:17:50
112,-0.09151272420595379,-5276.24011195451,38883500.0,2022-05-20 14:17:51
113,-0.5465785937794756,-25.91955242305994,38833000.0,2022-05-20 14:17:52
114,-0.9278440092933328,-5276.24011195451,38883500.0,2022-05-20 14:17:53
115,-0.8635724479389122,221.2809585183859,38833000.0,2022-05-20 14:17:54
116,-1.036634230613515,-5276.24011195451,38883500.0,2022-05-20 14:17:55
117,-2.1700808315190754,161.65866252034903,38833000.0,2022-05-20 14:17:56
118,-0.2863531671790547,-26.648509450256824,38833000.0,2022-05-20 14:17:58
119,-1.3806154747445238,439.45358230918646,38834000.0,2022-05-20 14:17:59
120,-0.5198736267641983,439.45358230918646,38834000.0,2022-05-20 14:18:00
121,-0.19303821347881348,439.45358230918646,38834000.0,2022-05-20 14:18:01
122,-0.07126618016000041,439.45358230918646,38834000.0,2022-05-20 14:18:02
123,0.5128802994787657,-5276.24011195451,38883500.0,2022-05-20 14:18:03
124,-1.6052017982896434,445.31327079981565,38834000.0,2022-05-20 14:18:04
125,-1.096228399853211,-2348.011027060449,38832500.0,2022-05-20 14:18:05
126,0.1072978509986251,-2631.6007247418165,38832500.0,2022-05-20 14:18:06
127,0.5573793876881499,-2832.888326331973,38831500.0,2022-05-20 14:18:07
128,-1.5817221262272734,358.48097418248653,38820000.0,2022-05-20 14:18:08
129,-0.5953438047392337,358.48097418248653,38820000.0,2022-05-20 14:18:09
130,-2.009137022413653,-842.3401794061065,38815500.0,2022-05-20 14:18:10
131,0.5314140246862173,-2558.1250093206763,38819000.0,2022-05-20 14:18:12
132,0.20169679966220938,-2558.1250093206763,38819000.0,2022-05-20 14:18:13
133,-0.6886909194268878,-2554.8592858463526,38819000.0,2022-05-20 14:18:14
134,-2.244390081218938,-2391.5337058901787,38824500.0,2022-05-20 14:18:15
135,-1.3735022715113883,-2407.8323616310954,38824500.0,2022-05-20 14:18:16
136,0.03616829117841683,-5276.24011195451,38883500.0,2022-05-20 14:18:17
137,-1.7746748820040739,-716.2643445953727,38820000.0,2022-05-20 14:18:18
138,-0.1185089976405074,-5276.24011195451,38883500.0,2022-05-20 14:18:19
139,-1.828085392932205,-865.5748127773404,38819500.0,2022-05-20 14:18:20
140,-0.1597637497737568,-2691.3291221633554,38819500.0,2022-05-20 14:18:21
141,-0.7667383113785036,-5276.24011195451,38883500.0,2022-05-20 14:18:22
142,-0.8112444019550497,-2643.286098256707,38819500.0,2022-05-20 14:18:23
143,-1.0546509706766314,-2635.409479275346,38819500.0,2022-05-20 14:18:24
144,-0.3822545213091206,-1242.6964523121715,38820000.0,2022-05-20 14:18:26
145,-0.6585206468726335,-2262.715035595,38819500.0,2022-05-20 14:18:27
146,0.2745594933106755,-2290.710566021502,38819500.0,2022-05-20 14:18:28
147,0.8467834052913641,-2817.2929171696305,38819000.0,2022-05-20 14:18:29
148,1.0472213038598848,3071.875950269401,38810500.0,2022-05-20 14:18:30
149,-0.35759815871410794,4257.881222188473,38810500.0,2022-05-20 14:18:31
150,-0.8692454360767414,-1496.2743238136172,38816000.0,2022-05-20 14:18:32
151,-0.3267632720018979,-613.9627879709005,38815500.0,2022-05-20 14:18:33
152,0.39550231921908485,-886.1392897292972,38815500.0,2022-05-20 14:18:34
153,-0.3652691467433806,2931.0974037870765,38807500.0,2022-05-20 14:18:35
154,-1.4094798298063431,2387.4579030647874,38807500.0,2022-05-20 14:18:36
155,0.22507957975798604,3370.7390427812934,38804000.0,2022-05-20 14:18:37
156,-0.6662276639711363,3722.18538723886,38804000.0,2022-05-20 14:18:39
157,-2.0328437916095945,2181.6800210773945,38803500.0,2022-05-20 14:18:40
158,-1.461970769786432,-5276.24011195451,38883500.0,2022-05-20 14:18:41
159,-1.0629036013052595,-414.2031032666564,38807000.0,2022-05-20 14:18:42
160,-0.9156798827837327,-1244.274031020701,38808500.0,2022-05-20 14:18:43
161,-0.8759814182116772,223.8199174106121,38804500.0,2022-05-20 14:18:44
162,-0.8628403969987863,1080.3142894804478,38801500.0,2022-05-20 14:18:45
163,0.21582798861424002,499.5136180073023,38801500.0,2022-05-20 14:18:46
164,-0.6746780824818283,601.3692269399762,38801500.0,2022-05-20 14:18:47
165,-0.25691046007369833,601.3692269399762,38801500.0,2022-05-20 14:18:48
166,-2.0983847097727657,-3946.561843305826,38808500.0,2022-05-20 14:18:49
167,-0.03258641590363817,-963.7385740205646,38803500.0,2022-05-20 14:18:51
168,-0.5500523926654639,569.523258805275,38801500.0,2022-05-20 14:18:52
169,-0.19992939624396505,569.523258805275,38801500.0,2022-05-20 14:18:53
170,-1.3561879116784767,463.5833605378866,38802500.0,2022-05-20 14:18:54
171,-1.2565554670570132,762.0918351262808,38802500.0,2022-05-20 14:18:55
172,0.05799649185456729,1076.8148310780525,38802500.0,2022-05-20 14:18:56
173,0.032372843331256895,1448.403513841331,38802500.0,2022-05-20 14:18:57
174,-0.5081165613538865,365.8095601052046,38800000.0,2022-05-20 14:18:58
175,-0.19019333151123394,365.8095601052046,38800000.0,2022-05-20 14:18:59
176,-2.5850420416215103,652.0448943674564,38800000.0,2022-05-20 14:19:00
177,-0.9597059481297711,-992.725124783814,38800000.0,2022-05-20 14:19:01
178,-1.1016055968746228,-1609.7912759557366,38800000.0,2022-05-20 14:19:02
179,-0.41840282790165706,-1716.3275606557727,38800000.0,2022-05-20 14:19:04
180,-1.4373144283885195,-2111.045750707388,38800000.0,2022-05-20 14:19:05
181,-0.5262578239021982,-3268.3309258520603,38799000.0,2022-05-20 14:19:06
182,-1.4399903015385647,-10906.893744461238,38797500.0,2022-05-20 14:19:07
183,0.7299455069193297,-5711.157365091145,38796500.0,2022-05-20 14:19:08
184,-1.0020102202624268,-5899.452478811145,38797500.0,2022-05-20 14:19:09
185,-1.0764277906881172,-5276.24011195451,38883500.0,2022-05-20 14:19:10
186,-0.9249484918983503,-1234.7853221297264,38797500.0,2022-05-20 14:19:11
187,0.17498103972480622,-1542.7127994447947,38797500.0,2022-05-20 14:19:12
188,-1.9268284634723234,-7774.424075849354,38807500.0,2022-05-20 14:19:13
189,-0.7080412316748079,-5035.643461033702,38807500.0,2022-05-20 14:19:14
190,-0.9917393374191222,-2132.3070467785,38811500.0,2022-05-20 14:19:15
191,0.17665069566924974,-2383.8921577706933,38814500.0,2022-05-20 14:19:17
192,-0.47261166627161577,-39.7178221270442,38809500.0,2022-05-20 14:19:18
193,-0.714201945188858,667.2899744138122,38807500.0,2022-05-20 14:19:19
194,-0.4593339578877626,-3093.4218230694532,38812000.0,2022-05-20 14:19:20
195,-0.9204160062812696,-3111.0408409684896,38812000.0,2022-05-20 14:19:21
196,-1.3876137332092775,-2713.4473305493593,38810000.0,2022-05-20 14:19:22
197,-2.293566146834701,-1136.8081997483969,38805500.0,2022-05-20 14:19:23
198,-0.8574374182174751,-404.9785323366523,38804500.0,2022-05-20 14:19:24
199,-1.556390852591089,-2689.1206697821617,38805000.0,2022-05-20 14:19:25
200,0.684873018726434,-1615.0125671327114,38806000.0,2022-05-20 14:19:26
201,-0.4602553290148823,1500.4345766231418,38809000.0,2022-05-20 14:19:27
202,-0.17133507859980734,990.4751252532005,38810000.0,2022-05-20 14:19:28
203,0.4814327839916679,-9600.298564478755,38827500.0,2022-05-20 14:19:30
204,-0.3657370382345358,2504.7826716974378,38812000.0,2022-05-20 14:19:31
205,-0.6611237763481654,2899.5995578318834,38813000.0,2022-05-20 14:19:32
206,-0.2377713287218225,2093.4949943199754,38813000.0,2022-05-20 14:19:33
207,-1.364993702625916,2714.159112893045,38813000.0,2022-05-20 14:19:34
208,0.2456825820424829,2432.1924590095878,38813000.0,2022-05-20 14:19:35
209,-1.1909151932545485,189.5762427225709,38812000.0,2022-05-20 14:19:36
210,-1.7140387086434532,-1293.088930785656,38811500.0,2022-05-20 14:19:37
211,0.6458564895164727,-710.6943819224834,38811500.0,2022-05-20 14:19:38
212,-0.2836527494665916,-1265.176784567535,38811500.0,2022-05-20 14:19:39
213,-2.1089397025947045,-5276.24011195451,38883500.0,2022-05-20 14:19:40
214,-0.039405052252009326,-502.17711136490107,38811500.0,2022-05-20 14:19:41
215,-0.7474203322571934,-384.35429452359676,38812500.0,2022-05-20 14:19:43
216,-0.2739578726523103,1421.6594280675054,38812500.0,2022-05-20 14:19:44
217,-0.6324411372045187,707.624037578702,38812500.0,2022-05-20 14:19:45
218,-2.2300368445932004,-5276.24011195451,38883500.0,2022-05-20 14:19:46
219,-1.3349680572354792,-907.3476737365127,38812500.0,2022-05-20 14:19:47
220,-0.5003897650836175,-294.71496926248074,38812500.0,2022-05-20 14:19:48
221,-0.9322162832446179,-224.50252274423838,38812500.0,2022-05-20 14:19:49
222,-0.353990165788349,-224.50252274423838,38812500.0,2022-05-20 14:19:50
223,0.3940861547680059,-736.0315253511071,38812500.0,2022-05-20 14:19:51
224,-1.8559171547826592,-5276.24011195451,38883500.0,2022-05-20 14:19:52
225,0.05480998222524397,-839.7063664793968,38812500.0,2022-05-20 14:19:53
226,-1.9606915674528584,-5276.24011195451,38883500.0,2022-05-20 14:19:54
227,0.006290134439128597,-839.7063664793968,38812500.0,2022-05-20 14:19:55
228,0.006174833621628073,-1391.76322555542,38812500.0,2022-05-20 14:19:57
229,0.002837609891276016,-1917.4710738360882,38812500.0,2022-05-20 14:19:58
230,-0.7568201491353527,-2037.5846786648035,38812500.0,2022-05-20 14:19:59
231,-1.5550381286128334,-1689.9835742339492,38811500.0,2022-05-20 14:20:00
232,-1.2755642352792322,-5276.24011195451,38883500.0,2022-05-20 14:20:01
233,-0.9981674590608616,-1864.5816516131163,38811500.0,2022-05-20 14:20:02
234,-0.3737381432845958,-1728.7769829630852,38810500.0,2022-05-20 14:20:03
235,-1.924148436551766,1285.3622503206134,38797000.0,2022-05-20 14:20:04
236,-0.9227583071567387,2029.004070095718,38797500.0,2022-05-20 14:20:05
237,-1.7957291993916864,-406.9239319637418,38800500.0,2022-05-20 14:20:06
238,-1.2160779716833001,-1320.701470658183,38800500.0,2022-05-20 14:20:07
239,0.8352878389908489,-493.35773278027773,38800500.0,2022-05-20 14:20:08
240,-0.9703063987796756,1302.7963902428746,38801500.0,2022-05-20 14:20:09
241,-1.0913895813062569,-5156.255397684872,38811500.0,2022-05-20 14:20:11
242,-0.930263958662003,-622.4377451241016,38807500.0,2022-05-20 14:20:12
243,0.18161126070128691,-821.2727525532246,38807500.0,2022-05-20 14:20:13
244,-0.6870035615704628,-375.516877502203,38807500.0,2022-05-20 14:20:14
245,0.297814443737916,-673.3415297791362,38809500.0,2022-05-20 14:20:15
246,-0.6373609807006487,-266.279867105186,38809500.0,2022-05-20 14:20:16
247,0.2823512494381707,-485.6176447123289,38809500.0,2022-05-20 14:20:17
248,0.6227303524971738,-572.7004248276353,38809500.0,2022-05-20 14:20:18
249,0.2414007292690441,-802.2333167567849,38809500.0,2022-05-20 14:20:19
250,1.3652850370906031,-2498.6287938952446,38808500.0,2022-05-20 14:20:20
251,-0.01819808230222497,-3934.88254968822,38806000.0,2022-05-20 14:20:21
252,-0.5442665152017689,-4753.295285321772,38803500.0,2022-05-20 14:20:22
253,-0.20625524899400083,-4822.875887528062,38802500.0,2022-05-20 14:20:23
254,1.198395704595221,-3359.9735751897097,38802500.0,2022-05-20 14:20:25
255,-0.07580436748159824,-5293.475125074387,38801000.0,2022-05-20 14:20:26
256,1.2390591940397169,-4119.520597323775,38800000.0,2022-05-20 14:20:27
257,-0.8166472266602908,-4491.923794135451,38799000.0,2022-05-20 14:20:28
258,0.44006741377291275,-4339.87937451154,38795000.0,2022-05-20 14:20:29
259,0.8970147645442119,-3213.278132878244,38793000.0,2022-05-20 14:20:30
260,-0.9363310517409693,-3468.4853123277426,38793000.0,2022-05-20 14:20:31
261,-0.8509685603310906,-2030.5275289863348,38786000.0,2022-05-20 14:20:32
262,-1.5885496098415273,-2761.4673190936446,38785000.0,2022-05-20 14:20:33
263,-1.8595859176953016,-4635.991872951388,38784000.0,2022-05-20 14:20:34
264,0.5894529962569389,-4861.449417181313,38783000.0,2022-05-20 14:20:35
265,-0.2968334629228113,-1266.7903293892741,38770500.0,2022-05-20 14:20:36
266,-1.88788390175859,-1141.142637141049,38765500.0,2022-05-20 14:20:38
267,-2.47192916187596,-3480.833954356611,38758500.0,2022-05-20 14:20:39
268,-0.17441860529631725,1334.712482072413,38745500.0,2022-05-20 14:20:40
269,-0.7879450636405692,-5276.24011195451,38883500.0,2022-05-20 14:20:41
270,-0.3031530096599876,-5276.24011195451,38883500.0,2022-05-20 14:20:42
271,-1.9053884093323097,2277.9098947271705,38732500.0,2022-05-20 14:20:43
272,-1.4327392894934963,-1139.47682403028,38740000.0,2022-05-20 14:20:44
273,-1.060693746984305,-1850.6966863274574,38739500.0,2022-05-20 14:20:45
274,-1.1119378231879544,-5276.24011195451,38883500.0,2022-05-20 14:20:46
275,-0.9320484219897311,-2159.124566681683,38738000.0,2022-05-20 14:20:47
276,-1.6156254713952056,-6666.882189460099,38743000.0,2022-05-20 14:20:48
277,-1.099799673206133,-654.1075322702527,38731500.0,2022-05-20 14:20:49
278,-1.1691686893822215,-237.93424597382545,38731500.0,2022-05-20 14:20:50
279,-0.42475731728987853,-753.7771933227777,38731500.0,2022-05-20 14:20:52
280,-1.9479851961922594,-197.72610072046518,38726000.0,2022-05-20 14:20:53
281,0.02140930383348627,212.19918158650398,38714500.0,2022-05-20 14:20:54
282,-0.4957258845132827,-3479.941465996206,38710500.0,2022-05-20 14:20:55
283,-1.9597913276629035,672.9168190732598,38701500.0,2022-05-20 14:20:56
284,-1.2615137340701152,-4354.855028517544,38686000.0,2022-05-20 14:20:57
285,0.8023811932041873,-2505.3603051006794,38686000.0,2022-05-20 14:20:58
286,-0.24611759735693606,-3781.0406813174486,38684500.0,2022-05-20 14:20:59
287,-0.08190196132682437,-6150.527501836419,38683500.0,2022-05-20 14:21:00
288,1.2419008376106317,-4492.620269224048,38683500.0,2022-05-20 14:21:01
289,0.4564383134673749,-3144.8239074870944,38683500.0,2022-05-20 14:21:02
290,-0.34961396207010687,-4879.400174327195,38681500.0,2022-05-20 14:21:04
291,-0.666699945568306,-1870.4416935890913,38654500.0,2022-05-20 14:21:05
292,-0.9604867743297474,-5276.24011195451,38883500.0,2022-05-20 14:21:06
293,-0.3695438051606943,-5276.24011195451,38883500.0,2022-05-20 14:21:07
294,-0.6485685369443486,-4738.857238970697,38654000.0,2022-05-20 14:21:08
295,-0.24323524349379333,-4738.857238970697,38654000.0,2022-05-20 14:21:09
296,-0.09162565336354539,-2451.967473194003,38654000.0,2022-05-20 14:21:10
297,-0.7453104735291429,2051.0031792521477,38656000.0,2022-05-20 14:21:11
298,-0.2860361324142536,-503.42740643024445,38656500.0,2022-05-20 14:21:12
299,-0.1068994026995258,-2039.4903517514467,38655500.0,2022-05-20 14:21:13
300,-1.8202483797438105,552.3183191865683,38651500.0,2022-05-20 14:21:14
301,-1.3890070954487963,-5276.24011195451,38883500.0,2022-05-20 14:21:15
302,-0.5326886057260091,-5276.24011195451,38883500.0,2022-05-20 14:21:16
303,-0.7306537270516704,1766.0671892613173,38658500.0,2022-05-20 14:21:18
304,-2.2482958956748105,-3734.298032656312,38669000.0,2022-05-20 14:21:19
305,-1.556904632583708,-413.7529430016875,38670500.0,2022-05-20 14:21:20
306,-0.5849365193448081,-2813.4677927941084,38670500.0,2022-05-20 14:21:21
307,-0.2087847202001664,-382.90791004151106,38668500.0,2022-05-20 14:21:22
308,-0.07729365630737584,747.3421737030149,38668500.0,2022-05-20 14:21:23
309,1.24239447319051,-557.8482630327344,38668500.0,2022-05-20 14:21:24
310,-0.8157678025161553,-729.8665682673454,38668500.0,2022-05-20 14:21:25
311,-1.5749323080835276,-1036.235053010285,38668500.0,2022-05-20 14:21:26
312,0.6954064216442402,-517.8276019915938,38669000.0,2022-05-20 14:21:27
313,0.25585642152784116,-721.229282900691,38669000.0,2022-05-20 14:21:28
314,-0.6144084524007298,22.834419958293438,38681500.0,2022-05-20 14:21:29
315,-0.957152212346266,157.06781196594238,38688500.0,2022-05-20 14:21:31
316,-0.36444753917103545,-1714.3574520796537,38687500.0,2022-05-20 14:21:32
317,-0.1387994166669776,-1714.3574520796537,38687500.0,2022-05-20 14:21:33
318,-0.5600641526396574,-2472.6444184705615,38676500.0,2022-05-20 14:21:34
319,-1.4842474028790291,-1761.229109570384,38677000.0,2022-05-20 14:21:35
320,-2.532003317657828,-341.1601803153753,38678000.0,2022-05-20 14:21:36
321,-0.38822811000135016,-1034.9284920096397,38683500.0,2022-05-20 14:21:37
322,-0.14203845940792192,-957.1879555135965,38683500.0,2022-05-20 14:21:38
323,-2.029515290344841,-5276.24011195451,38883500.0,2022-05-20 14:21:39
324,-0.022291907018839444,-2224.4577878266573,38688000.0,2022-05-20 14:21:40
325,-2.4967179296399937,-2462.844485141337,38689000.0,2022-05-20 14:21:41
326,-0.19684600667520813,596.1796620637178,38676500.0,2022-05-20 14:21:42
327,-0.8022905989191336,-5049.099374771118,38683500.0,2022-05-20 14:21:44
328,-0.8268908384568301,-749.7967020273209,38678000.0,2022-05-20 14:21:45
329,-0.30159899419874453,210.63322397321463,38678000.0,2022-05-20 14:21:46
330,-2.0981611637179247,-5276.24011195451,38883500.0,2022-05-20 14:21:47
331,-0.04106085916832081,399.57256879657507,38675500.0,2022-05-20 14:21:48
332,-1.283067404488692,586.8410001248121,38676500.0,2022-05-20 14:21:49
333,-2.453244783495067,-5276.24011195451,38883500.0,2022-05-20 14:21:50
334,-0.1731125987163039,-342.97380565851927,38664500.0,2022-05-20 14:21:51
335,0.6808937150838791,-129.07887811213732,38664500.0,2022-05-20 14:21:52
336,-0.2970074697883923,-402.17234094440937,38663000.0,2022-05-20 14:21:53
337,-2.087176619890053,-1240.8819987922907,38665500.0,2022-05-20 14:21:54
338,-2.5530956802036098,25.20812963694334,38658000.0,2022-05-20 14:21:55
339,-1.4455714826999098,-807.8917866423726,38650500.0,2022-05-20 14:21:57
340,-0.5464967770189146,-4195.220862880349,38650500.0,2022-05-20 14:21:58
341,-0.9110184341439388,-5276.24011195451,38883500.0,2022-05-20 14:21:59
342,-0.8636018590297869,3022.010597579181,38642500.0,2022-05-20 14:22:00
343,-1.0344089887969132,-5276.24011195451,38883500.0,2022-05-20 14:22:01
344,-0.9057748255382041,-5565.074619106948,38649000.0,2022-05-20 14:22:02
345,-0.8694661732536526,1377.4846045300364,38634000.0,2022-05-20 14:22:03
346,-1.0462603854675263,-2246.3348459601402,38639500.0,2022-05-20 14:22:04
347,-0.3796407814856708,1528.9239185154438,38636500.0,2022-05-20 14:22:05
348,-0.882779783973817,929.4799162745476,38636500.0,2022-05-20 14:22:06
349,-0.3205983191530659,1733.5930216386914,38636500.0,2022-05-20 14:22:07
350,-0.3218628221311839,1084.0219442769885,38638000.0,2022-05-20 14:22:08
